linea;codigo;"nombre local";"motivo de fallo"
2;895877;"JOAQUIN ALEJANDRO DIAZ RAMOS";"El código de local '895877' ya existe (línea 2)."
3;896682;"PAMELA SOLEDAD GONZALEZ TORRES";"El código de local '896682' ya existe (línea 3)."
5;1641049;"ROSA A.AROS DIAZ";"El código de local '1641049' ya existe (línea 5)."
6;1753622;"DELICIAS FUNDADORES S.P.A.";"El código de local '1753622' ya existe (línea 6)."
7;1963440;"ELCIRA BARRIENTOS ALVARADO";"El código de local '1963440' ya existe (línea 7)."
8;2014210;"JUAN CARLOS NAHUELHUEN VERA";"El código de local '2014210' ya existe (línea 8)."
10;2220772;"SOCIEDAD COMERCIAL BAHASANT LTDA";"El código de local '2220772' ya existe (línea 10)."
12;2248257;"SOC COM Y MIN JOHANNA HERNANDEZ EIRL";"El código de local '2248257' ya existe (línea 12)."
14;2319397;"JUAN CARLOS SARMIENTO";"El código de local '2319397' ya existe (línea 14)."
15;2320878;"COMERCIAL COLIBRI SPA";"El código de local '2320878' ya existe (línea 15)."
16;2326183;"ALICIA DEL C.VICENCIO CAVERO";"El código de local '2326183' ya existe (línea 16)."
18;1336489;"MINIMARKET SEBASTIAN E. RETAMAL O. E.I.R.L";"El código de local '1336489' ya existe (línea 18)."
19;1602794;"COMERCIAL MARIA ELENA SANHUEZA LLANQUEL E.I.";"El código de local '1602794' ya existe (línea 19)."
20;1919056;"MINIMARKET LOS ROSALES SPA.";"El código de local '1919056' ya existe (línea 20)."
21;1734059;"MINIMARKET MARCO ANTONIO POSA A. E.I.R.L.";"El código de local '1734059' ya existe (línea 21)."
22;775156;"OCTAVIO SEGUNDO PEREZ MANCILLA";"El código de local '775156' ya existe (línea 22)."
23;715232;"DANIELA CHODIL MANSILLA";"El código de local '715232' ya existe (línea 23)."
24;981733;"VICTORIA JOANA CERDA BARRIA";"El código de local '981733' ya existe (línea 24)."
25;1431727;"PASTELERIA CESAR CARDENAS EIRL";"El código de local '1431727' ya existe (línea 25)."
26;1323056;"MARIA CANIO MILLAPI";"El código de local '1323056' ya existe (línea 26)."
27;1330321;"MONICA TORRES HENRIQUEZ";"El código de local '1330321' ya existe (línea 27)."
30;581264;"CARDENAS MANSILLA MARIA E.";"El código de local '581264' ya existe (línea 30)."
32;1606313;"JUAN LEAL MARIN";"El código de local '1606313' ya existe (línea 32)."
33;2248258;"GINO ANDRADE MARTINEZ";"El código de local '2248258' ya existe (línea 33)."
37;1681747;"MARIA ADRIANA MIRANDA MIRANDA";"El código de local '1681747' ya existe (línea 37)."
40;834034;"MARIA ALMONACID ALMONACID";"El código de local '834034' ya existe (línea 40)."
41;1845765;"IVETH SOTOMAYOR KRAUSE";"El código de local '1845765' ya existe (línea 41)."
42;1350625;"PAOLA ANDREA OYOLA ZUÃ‘IGA";"El código de local '1350625' ya existe (línea 42)."
43;582016;"JUDITH VILLEGAS GARCIA";"El código de local '582016' ya existe (línea 43)."
44;848534;"CLAUDIO HERNANDEZ ULLOA";"El código de local '848534' ya existe (línea 44)."
45;2080659;"EVENTOS IRIS NOEMI ASENCIO SANCHEZ EIRL";"El código de local '2080659' ya existe (línea 45)."
46;717688;"TERESA JASMIN RUIZ GOMEZ";"El código de local '717688' ya existe (línea 46)."
47;1809423;"DIEGO ANDRES MARTINEZ TENORIO";"El código de local '1809423' ya existe (línea 47)."
48;1330346;"YASNA DANIELA LORCA ARENAS";"El código de local '1330346' ya existe (línea 48)."
49;2171407;"MINIMERCADO ANDREA URRUTIA";"El código de local '2171407' ya existe (línea 49)."
50;2238552;"DANIELA TORRES SUBIABRE";"El código de local '2238552' ya existe (línea 50)."
51;890089;"COMERCIAL P.B. SPA";"El código de local '890089' ya existe (línea 51)."
