linea;codigo;"nombre local";"motivo de fallo"
2;1803063;"CERVANTES Y RIVERO LTDA";"El código de local '1803063' ya existe (línea 2)."
5;999213;"SANDRA MARTEL ANDRADES";"El código de local '999213' ya existe (línea 5)."
6;1499722;"INVERSIONES Y ASESORIAS VALJU S.A.";"El código de local '1499722' ya existe (línea 6)."
7;1579186;"RONALD GONZALEZ GUTIERREZ";"El código de local '1579186' ya existe (línea 7)."
8;1642520;"IVÁN SALGADO SANHUEZA";"El código de local '1642520' ya existe (línea 8)."
10;2077434;"MINIMARKET ONGRID LORENS REYES OLABSRRIAE.I.R";"El código de local '2077434' ya existe (línea 10)."
11;2142457;"LA OFICINA MARKET DRINK SPA";"El código de local '2142457' ya existe (línea 11)."
12;2272546;"DISTRIBUIDORA Y COMERCIALIZADORA ENTRE GRADOS";"El código de local '2272546' ya existe (línea 12)."
13;2291245;"DISTRIBUIDORA P.PLAZA SPA";"El código de local '2291245' ya existe (línea 13)."
14;544233;"COMERCIAL BIOPAN  LTDA";"El código de local '544233' ya existe (línea 14)."
15;788113;"SUPERMERCADO Y PANADERIA CENTRAL LTDA";"El código de local '788113' ya existe (línea 15)."
18;1323040;"AHIMELEC ISLA SOTO";"El código de local '1323040' ya existe (línea 18)."
19;1362537;"DANIELA PACHECO AREVALO";"El código de local '1362537' ya existe (línea 19)."
20;1447713;"DISTRIBUIDORA Y COMERCIALIZADORA VALHALLA LTD";"El código de local '1447713' ya existe (línea 20)."
21;1547658;"EMILIO HUILCAMAN VILUÑIR";"El código de local '1547658' ya existe (línea 21)."
22;1621452;"SOCIEDAD COMERCIAL ESPINAZA FUENTES LIMITADA";"El código de local '1621452' ya existe (línea 22)."
23;1626768;"DARSI ALEJANDRA SALAMANCA SCHNEINFFELT";"El código de local '1626768' ya existe (línea 23)."
24;1666592;"SUPERMERCADO MCR SPA";"El código de local '1666592' ya existe (línea 24)."
25;1748309;"CONNIES TIARE PARRA TORRES";"El código de local '1748309' ya existe (línea 25)."
26;1904774;"VERONICA DUPUY AGUAYO";"El código de local '1904774' ya existe (línea 26)."
28;2100906;"GIOVANNIE CARRASCO LANDAHUR";"El código de local '2100906' ya existe (línea 28)."
29;2141126;"ANGEL NEGRO SPA";"El código de local '2141126' ya existe (línea 29)."
30;2181431;"MARIA MONSALVEZ VEGA";"El código de local '2181431' ya existe (línea 30)."
32;2230439;"LORENA CAROLA GUZMAN GUZMAN";"El código de local '2230439' ya existe (línea 32)."
33;537875;"HECTOR GUTIERREZ VELASQUEZ";"El código de local '537875' ya existe (línea 33)."
34;818218;"SOC. COM. DIMAX LTDA.";"El código de local '818218' ya existe (línea 34)."
37;1638011;"SOC. COMERCIAL LAS AMERICAS LTDA";"El código de local '1638011' ya existe (línea 37)."
38;2002095;"MARIANELA PAULINA SALDIAS ROA";"El código de local '2002095' ya existe (línea 38)."
40;2326202;"CERVANTES Y RIVERO LTDA";"El código de local '2326202' ya existe (línea 40)."
41;1475694;"CHEER SPA";"El código de local '1475694' ya existe (línea 41)."
42;2218008;"JAVIER MANRIQUEZ SPA";"El código de local '2218008' ya existe (línea 42)."
44;2183627;"SERGIO PANTOJA DE LA ROZA";"El código de local '2183627' ya existe (línea 44)."
45;2240360;"COMIDA Y ALIMENTOS CIRZ. SPA";"El código de local '2240360' ya existe (línea 45)."
46;847758;"GUILLERMO ZAPATA BUSTOS";"El código de local '847758' ya existe (línea 46)."
48;904314;"GERARDO HAMILTON GAJARDO ALARCON";"El código de local '904314' ya existe (línea 48)."
49;849611;"NELSON GERARDO HENRIQUEZ SEGOVIA";"El código de local '849611' ya existe (línea 49)."
50;934121;"YASNA ZAPATA SOLAR";"El código de local '934121' ya existe (línea 50)."
51;1456874;"JONTHAN CORTES SEPULVEDA";"El código de local '1456874' ya existe (línea 51)."
52;1465794;"PANADERIA Y PASTELERIA LAGOS Y LAGOS LTDA";"El código de local '1465794' ya existe (línea 52)."
53;2127592;"COM.DISTR.DE ALIM. SPA";"El código de local '2127592' ya existe (línea 53)."
54;2213178;"OSVALDO BELTRAN";"El código de local '2213178' ya existe (línea 54)."
56;1474849;"DEL SUR PANADERIA LTDA";"El código de local '1474849' ya existe (línea 56)."
57;542932;"FERNANDO INZUNZA";"El código de local '542932' ya existe (línea 57)."
59;920168;"MARCELO ANDRES ZAMBRANO HERNANDEZ";"El código de local '920168' ya existe (línea 59)."
60;863101;"COMERCIAL RIFFO Y RIFFO CIA LTDA";"El código de local '863101' ya existe (línea 60)."
61;1841151;"COMERCIAL VIMON LTDA";"El código de local '1841151' ya existe (línea 61)."
63;534813;"NICOLAS CARRASCO RIQUELME";"El código de local '534813' ya existe (línea 63)."
65;541270;"JORGE MEDINA BUSTAMANTE";"El código de local '541270' ya existe (línea 65)."
67;696801;"DOMINGO PEDREROS";"El código de local '696801' ya existe (línea 67)."
69;876090;"EDUARDO PEDRO ROZAS";"El código de local '876090' ya existe (línea 69)."
71;2050623;"LAS PALMERAS SPA";"El código de local '2050623' ya existe (línea 71)."
79;2277762;"SUPERMERCADO RAMON ANDRES BRICENO MEDINA EIRL";"El código de local '2277762' ya existe (línea 79)."
80;2331392;"MINIMARKET ANGELO LTDA";"El código de local '2331392' ya existe (línea 80)."
81;539616;"ROXANA TORRES CONCHA";"El código de local '539616' ya existe (línea 81)."
82;770392;"GABRIEL ESCALONA CEBALLOS ADMINISTRACION Y AS";"El código de local '770392' ya existe (línea 82)."
84;1394852;"EMILIANO REMIGIO AGURTO VEGA";"El código de local '1394852' ya existe (línea 84)."
89;540141;"HECTOR ZAPATA VERA";"El código de local '540141' ya existe (línea 89)."
90;540250;"VICTOR SILVA MUNOZ";"El código de local '540250' ya existe (línea 90)."
91;615384;"YANNET VILLAROEL SOTO";"El código de local '615384' ya existe (línea 91)."
92;815985;"JACQUELINE CARRASCO ALVAREZ";"El código de local '815985' ya existe (línea 92)."
93;861700;"GRACIELA SILVA MUÑOZ";"El código de local '861700' ya existe (línea 93)."
95;544198;"COMERCIAL SAN ANDRES LTDA";"El código de local '544198' ya existe (línea 95)."
99;1573851;"SERGIO BOBADILLA OSORIO";"El código de local '1573851' ya existe (línea 99)."
100;2142086;"COMERCIAL OVEJA MARKET LIMITADA";"El código de local '2142086' ya existe (línea 100)."
104;788568;"LUIS ALBERTO ZALDUA CASTILLO";"El código de local '788568' ya existe (línea 104)."
105;796809;"COM RIFFO Y RIFFO Y CIA LTDA";"El código de local '796809' ya existe (línea 105)."
108;1430408;"GUILLERMO EUGENIO URRA ORTIZ";"El código de local '1430408' ya existe (línea 108)."
109;1648997;"PANIFICADORA  J  Y S LIMITADA";"El código de local '1648997' ya existe (línea 109)."
112;539443;"GERARDO DONOSO AREVALO";"El código de local '539443' ya existe (línea 112)."
113;872364;"DISTRIBUIDORA DE BEBIDAS Y LICORES EIRL";"El código de local '872364' ya existe (línea 113)."
114;1723895;"FABIOLA ANDREA BETANCUR MUNDACA";"El código de local '1723895' ya existe (línea 114)."
116;2266508;"JULIO CESAR MEZA YANEZ";"El código de local '2266508' ya existe (línea 116)."
