linea;codigo;"nombre local";"motivo de fallo"
2;6886952;"INVERSIONES PUERTO NORTE SPA";"El código de local '6886952' ya existe (línea 2)."
3;4616654;"PINTO NUNEZ ROSA MARILYN ESTER";"El código de local '4616654' ya existe (línea 3)."
4;6973684;"COMERCIAL S C Y ASOCIADOS SPA";"El código de local '6973684' ya existe (línea 4)."
5;6201902;"GENARO ALBERTO ARRIAGADA FERNANDINI";"El código de local '6201902' ya existe (línea 5)."
6;6767584;"FLOR MARIA SANCHEZ VALENCIA";"El código de local '6767584' ya existe (línea 6)."
7;6843089;"VERGARA FLORES JULIO AMADO";"El código de local '6843089' ya existe (línea 7)."
8;3531412;"ALCAINO YANEZ EDUARDO ELADIO";"El código de local '3531412' ya existe (línea 8)."
9;1998108;"JUANIDIS ARAYA TERESA MARIA";"El código de local '1998108' ya existe (línea 9)."
10;6843124;"LA DUNA SPA";"El código de local '6843124' ya existe (línea 10)."
11;6770644;"COMERCIALIZADORA JAPI SPA";"El código de local '6770644' ya existe (línea 11)."
12;6918018;"HNOS SALINAS ACUNA SPA";"El código de local '6918018' ya existe (línea 12)."
13;4631328;"MARTINEZ ALARCON RODRIGO ALEJANDRO";"El código de local '4631328' ya existe (línea 13)."
14;4099188;"SALINAS ROJAS MARCELA ANGELICA";"El código de local '4099188' ya existe (línea 14)."
15;6725818;"GONZALO ANDRES ESQUIVEL ESPINOSA";"El código de local '6725818' ya existe (línea 15)."
16;6690883;"COMERCIAL CORTES GONZALEZ LTDA";"El código de local '6690883' ya existe (línea 16)."
