linea;codigo;"nombre local";"motivo de fallo"
2;5093079;"ALCAYAGA MATURANA JACQUELIN";"El código de local '5093079' ya existe (línea 2)."
3;4152957;"CONSTRUCCIONES SANITARIAS SPA";"El código de local '4152957' ya existe (línea 3)."
5;5628750;"RESTAURANT BAKULIC Y MENESES";"El código de local '5628750' ya existe (línea 5)."
6;7073695;"COMERCIALIZADORA VILLALOBOS SPA";"El código de local '7073695' ya existe (línea 6)."
7;5898818;"SOLEDAD SALDIVAR";"El código de local '5898818' ya existe (línea 7)."
8;5812451;"REPOSTERIA MARIA TERESA";"El código de local '5812451' ya existe (línea 8)."
9;3168803;"PATRICIO VILLAFAÑA";"El código de local '3168803' ya existe (línea 9)."
10;7532218;"LOCORES DEL VGALLE SPA";"El código de local '7532218' ya existe (línea 10)."
11;7345436;"LA VENTANA SPA";"El código de local '7345436' ya existe (línea 11)."
12;6399104;"MARCIA SAAVEDRA";"El código de local '6399104' ya existe (línea 12)."
13;164865;"MONICA TOLEDO";"El código de local '164865' ya existe (línea 13)."
14;84287;"MARIA CASTRO";"El código de local '84287' ya existe (línea 14)."
15;94668;"CAROLINA DE FERRARIS";"El código de local '94668' ya existe (línea 15)."
16;6106023;"JOMAX MARKET SPA";"El código de local '6106023' ya existe (línea 16)."
17;5642869;KARVIC;"El código de local '5642869' ya existe (línea 17)."
