linea;codigo;"nombre local";"motivo de fallo"
2;7011972;"INVERSIONES TIERRA DE GIGANTES SPA";"El código de local '7011972' ya existe (línea 2)."
14;7385411;"MAO DISTRIBUCIONES SPA";"El código de local '7385411' ya existe (línea 14)."
15;6592202;"INVERSIONES VIDANUEVA SPA";"El código de local '6592202' ya existe (línea 15)."
16;6870712;"COMERCIAL SRS SPA";"El código de local '6870712' ya existe (línea 16)."
17;5678773;"MARTINEZ CANALES MAYORI SOLEDAD";"El código de local '5678773' ya existe (línea 17)."
19;7229524;"CONFITERÍA ANTOJITOS";"El código de local '7229524' ya existe (línea 19)."
20;6796677;"IGNACIO LTDA";"El código de local '6796677' ya existe (línea 20)."
21;5836552;"YISENIA DIAZ PINTO";"El código de local '5836552' ya existe (línea 21)."
23;156195;"MANUEL ARANGUIZ";"El código de local '156195' ya existe (línea 23)."
24;7061018;"JACQUELINE MORALES BUSTOS";"El código de local '7061018' ya existe (línea 24)."
26;6834965;"MORA CANIO LUIS RONALD";"El código de local '6834965' ya existe (línea 26)."
27;3115403;"FERREIRA MORA ROBERTO IVAN";"El código de local '3115403' ya existe (línea 27)."
29;5527953;"SOCIEDAD COMERCIAL CAILLET HERMANOS";"El código de local '5527953' ya existe (línea 29)."
30;5564249;"PEREZ BOISIER VALENTINA";"El código de local '5564249' ya existe (línea 30)."
32;6153972;"COMERCIALIZADORA STUARDO FOURCADE";"El código de local '6153972' ya existe (línea 32)."
33;6689236;"PANIFICADORA Y COMERCIALIZADORA POOLISH SPA";"El código de local '6689236' ya existe (línea 33)."
34;5252538;"HENRIQUEZ BENAVIDES CHARO MARLENE";"El código de local '5252538' ya existe (línea 34)."
35;6702934;"SILVIA ANDREA CARO PINO";"El código de local '6702934' ya existe (línea 35)."
