linea;codigo;"nombre local";"motivo de fallo"
2;505485;"HENRI E.JEAN IRACABAL OTTH";"El código de local '505485' ya existe (línea 2)."
3;505985;"MARGARITA HERNANDEZ VE";"El código de local '505985' ya existe (línea 3)."
4;506990;"NELSON GAETE GAHONA";"El código de local '506990' ya existe (línea 4)."
5;508816;"ADMINISTRADORA DE VENTAS AL DETALLE LTDA.";"El código de local '508816' ya existe (línea 5)."
6;744884;"SOCOMIVA LTDA";"El código de local '744884' ya existe (línea 6)."
7;856075;"EWALD ZIPPEL Y CIA LTDA.";"El código de local '856075' ya existe (línea 7)."
8;1340742;"ADMINISTRADORA DE VENTAS AL DETALLE LTDA.";"El código de local '1340742' ya existe (línea 8)."
9;1667995;"CLIMEX CHILE SPA";"El código de local '1667995' ya existe (línea 9)."
10;1731398;"SERVICIO GAVIGAM SPA";"El código de local '1731398' ya existe (línea 10)."
11;2155287;"ZIPPEL IRACABAL SPA";"El código de local '2155287' ya existe (línea 11)."
12;2270035;"COMERCIAL Y SERVICIOS ATACAMA FUELS LIMITADA";"El código de local '2270035' ya existe (línea 12)."
13;2285578;"SOC. COMBUSTIBLES FEYMAR LTDA";"El código de local '2285578' ya existe (línea 13)."
14;2290468;"COM.DIST. JFRM Y CIA LTDA";"El código de local '2290468' ya existe (línea 14)."
15;2432435;"NELSON GAETE GANORA";"El código de local '2432435' ya existe (línea 15)."
