linea;codigo;"nombre local";"motivo de fallo"
2;2203877;"OXXO - OKM MALL PLAZA OESTE";"El código de local '2203877' ya existe (línea 2)."
3;2302793;"OXXO - FELIX BULNES";"El código de local '2302793' ya existe (línea 3)."
4;2235206;"OXXO - TERMINAL DE BUSES II";"El código de local '2235206' ya existe (línea 4)."
5;2235206;"OXXO - TERMINAL ALAMEDA";"El código de local '2235206' ya existe (línea 5)."
6;2228632;"OXXO - HUECHURABA";"El código de local '2228632' ya existe (línea 6)."
7;2229032;"OXXO - PEDRO FONTOVA";"El código de local '2229032' ya existe (línea 7)."
8;2229247;"OXXO - SOCOFAR";"El código de local '2229247' ya existe (línea 8)."
9;2235217;"OXXO - MALL PLAZA NORTE";"El código de local '2235217' ya existe (línea 9)."
10;2204330;"OXXO - OKM EL PARQUE";"El código de local '2204330' ya existe (línea 10)."
11;2228981;"OXXO - HOSPITALES";"El código de local '2228981' ya existe (línea 11)."
12;2229255;"OXXO - OUTLET LA FLORIDA";"El código de local '2229255' ya existe (línea 12)."
13;2331140;"OXXO - MALL PLAZA EGANA 2";"El código de local '2331140' ya existe (línea 13)."
14;2203864;"OXXO - MACUL";"El código de local '2203864' ya existe (línea 14)."
15;2229257;"OXXO - PLAZA MAIPU";"El código de local '2229257' ya existe (línea 15)."
16;2313769;"OXXO - OUTLET PATIO MAIPU";"El código de local '2313769' ya existe (línea 16)."
17;2203907;"OXXO - OKM METRO PLAZA MAIPU";"El código de local '2203907' ya existe (línea 17)."
18;2205046;"OXXO - OKM MALL ARAUCO MAIPU";"El código de local '2205046' ya existe (línea 18)."
19;2228618;"OXXO - SIMON BOLIVAR";"El código de local '2228618' ya existe (línea 19)."
20;2228623;"OXXO - NUNOA";"El código de local '2228623' ya existe (línea 20)."
21;2228686;"OXXO - PEDRO DE VALDIVIA 2";"El código de local '2228686' ya existe (línea 21)."
22;2228766;"OXXO - SIMON BOLIVAR HAMBURGO";"El código de local '2228766' ya existe (línea 22)."
23;2228787;"OXXO - METRO NUNOA";"El código de local '2228787' ya existe (línea 23)."
24;2228979;"OXXO - SEMINARIO";"El código de local '2228979' ya existe (línea 24)."
25;2205044;"OXXO - ANTONIO VARAS";"El código de local '2205044' ya existe (línea 25)."
26;2204318;"OXXO - CAPITAN ORELLA";"El código de local '2204318' ya existe (línea 26)."
27;2205027;"OXXO - JUAN MOYA";"El código de local '2205027' ya existe (línea 27)."
28;2320185;"OXXO - LOS TALAVERAS";"El código de local '2320185' ya existe (línea 28)."
30;2204192;"OXXO - PLAZA EGANA";"El código de local '2204192' ya existe (línea 30)."
31;2203874;"OXXO - BROWN NORTE";"El código de local '2203874' ya existe (línea 31)."
32;2204335;"OXXO - OXXO ELIECER PARADA";"El código de local '2204335' ya existe (línea 32)."
33;2204749;"OXXO - OKM IRARRAZAVAL";"El código de local '2204749' ya existe (línea 33)."
34;2339205;"OXXO - ALTO MACUL";"El código de local '2339205' ya existe (línea 34)."
36;2313768;"OXXO - QUILICURA 1";"El código de local '2313768' ya existe (línea 36)."
37;2285746;"OXXO - LLICO";"El código de local '2285746' ya existe (línea 37)."
38;2285745;"OXXO - TRISTAN MATTA";"El código de local '2285745' ya existe (línea 38)."
39;2228691;"OXXO - METRO CAL Y CANTO";"El código de local '2228691' ya existe (línea 39)."
40;2228778;"OXXO - METRO FRANKLIN";"El código de local '2228778' ya existe (línea 40)."
41;2228937;"OXXO - SAN DIEGO COQUIMBO";"El código de local '2228937' ya existe (línea 41)."
42;2228940;"OXXO - AGUSTINAS SAN MARTIN";"El código de local '2228940' ya existe (línea 42)."
43;2228956;"OXXO - METRO U DE CHILE";"El código de local '2228956' ya existe (línea 43)."
44;2258357;"OXXO - SANTIAGO DOWNTOWN";"El código de local '2258357' ya existe (línea 44)."
45;2339206;"OXXO - PASEO ESTADO MONEDA";"El código de local '2339206' ya existe (línea 45)."
46;2331129;"OXXO - SAN ANTONIO";"El código de local '2331129' ya existe (línea 46)."
47;2203937;"OXXO - REPUBLICA";"El código de local '2203937' ya existe (línea 47)."
48;2203852;"OXXO - ALAMEDA 1";"El código de local '2203852' ya existe (línea 48)."
49;2203915;"OXXO - NATANIEL COX 2";"El código de local '2203915' ya existe (línea 49)."
