linea;codigo;"nombre local";"motivo de fallo"
6;7452333;"BODEGA CENTRAL LAGUNILLAS";"El código de local '7452333' ya existe (línea 6)."
15;6839222;"R Y H";"El código de local '6839222' ya existe (línea 15)."
16;6770654;"MARTA PINO REYES";"El código de local '6770654' ya existe (línea 16)."
17;6584931;"COMERCIAL OVEJA";"El código de local '6584931' ya existe (línea 17)."
18;7421706;"FELIPE BELLO BELLO";"El código de local '7421706' ya existe (línea 18)."
22;6441264;"COMERCIAL ARREJO";"El código de local '6441264' ya existe (línea 22)."
25;4085239;"SOCIEDAD COMERCIAL GALLARDO";"El código de local '4085239' ya existe (línea 25)."
26;7457746;"MITUE SPA";"El código de local '7457746' ya existe (línea 26)."
27;3459016;"COMERCIAL SN ANDRES";"El código de local '3459016' ya existe (línea 27)."
28;7419011;"LUIS BRACHO";"El código de local '7419011' ya existe (línea 28)."
39;4942054;"ORTIZ FESSIA MARIA ANGELICA";"El código de local '4942054' ya existe (línea 39)."
41;6070628;"CABRERA GODOY RUTH ANGELICA";"El código de local '6070628' ya existe (línea 41)."
