linea;codigo;"nombre local";"motivo de fallo"
2;503161;"RAFAEL ORELLANA CONCHA";"El código de local '503161' ya existe (línea 2)."
3;504796;"ADMINISTRADORA DE VENTAS AL DETALLE LTDA.";"El código de local '504796' ya existe (línea 3)."
170;870041;"COMERCIAL SOMAR LTDA";"El código de local '870041' ya existe (línea 170)."
201;897864;"ADMINISTRADORA DE VENTAS AL DETALLE LTDA.";"El código de local '897864' ya existe (línea 201)."
270;1319425;"COMERCIAL LAIS LTDA.";"El código de local '1319425' ya existe (línea 270)."
313;1359611;"ESTACION DE SERVICIO TRES ESQUINAS LTDA";"El código de local '1359611' ya existe (línea 313)."
352;1400086;"ADMINISTRADORA DE VENTAS AL DETALLE LTDA.";"El código de local '1400086' ya existe (línea 352)."
399;1498814;"COMERCIAL LUSANMAR LTDA";"El código de local '1498814' ya existe (línea 399)."
627;2128463;"COMERCIALIZADORA Y DISTRIBUIDORA ALFARO LIMI";"El código de local '2128463' ya existe (línea 627)."
628;2129242;"COMERCIAL CAMINITO SA";"El código de local '2129242' ya existe (línea 628)."
662;2190474;"COMERCIAL VESTA Y CIA LTDA";"El código de local '2190474' ya existe (línea 662)."
673;2203782;"MARAMBIO ALONSO Y CIA . LTDA";"El código de local '2203782' ya existe (línea 673)."
