linea;codigo;"nombre local";"motivo de fallo"
2;1081213;"COMERCIAL RCE LIMITADA";"El código de local '1081213' ya existe (línea 2)."
3;1304977;"NAVIERA AUSTRAL S A";"El código de local '1304977' ya existe (línea 3)."
4;2623884;"MILLAQUEN GUERRERO MARIA LEONTINA";"El código de local '2623884' ya existe (línea 4)."
5;5225446;"TRANSPORTES PUELCHE S A";"El código de local '5225446' ya existe (línea 5)."
6;5236844;"NAVIMAG FERRIES S A";"El código de local '5236844' ya existe (línea 6)."
7;5441764;"RIFFO LICANDEO FRANCO ALEX";"El código de local '5441764' ya existe (línea 7)."
8;6669570;"ROMA SPA";"El código de local '6669570' ya existe (línea 8)."
9;6813685;"COMERCIALIZADORA SABORES DEL SUR";"El código de local '6813685' ya existe (línea 9)."
10;6824682;"ZZZUCUM SPA";"El código de local '6824682' ya existe (línea 10)."
11;6838888;"PLANETA DULCE D Y SPA";"El código de local '6838888' ya existe (línea 11)."
12;6959195;"SOCIEDAD COMERCIAL OPITZ Y BRUZZONE";"El código de local '6959195' ya existe (línea 12)."
13;6959200;"GASTRONOMIA CHELECH Y OLAVARRIA";"El código de local '6959200' ya existe (línea 13)."
14;7011423;"MINIMARKET VICTOR MANUEL VALDES";"El código de local '7011423' ya existe (línea 14)."
15;7022785;"TRANSPORTE MARITIMO CHILOE AYSEN SA";"El código de local '7022785' ya existe (línea 15)."
16;7093794;"NATALIA ANDREA MUNOZ CANAS";"El código de local '7093794' ya existe (línea 16)."
