linea;codigo;"nombre local";"motivo de fallo"
2;42915;"ARISMENDY LOPEZ MARYURI";"El código de local '42915' ya existe (línea 2)."
3;43467;"LIZARDI RIVERA PAMELA ESTRELLA";"El código de local '43467' ya existe (línea 3)."
4;65386;"DAMARIS NOEMI CHUMACERO AGUILAR";"El código de local '65386' ya existe (línea 4)."
6;55405;"JANETT ZANGA MAMANI";"El código de local '55405' ya existe (línea 6)."
7;85771;"EFRAIN CALDERON PAYE";"El código de local '85771' ya existe (línea 7)."
8;91914;"LEONOR SOLIS";"El código de local '91914' ya existe (línea 8)."
9;87690;"YESICA RAMOS HUISA";"El código de local '87690' ya existe (línea 9)."
10;98905;"MAGALI ROCIO ROJAS SOTO";"El código de local '98905' ya existe (línea 10)."
11;99533;"DORA ALGARANAZ BEJARANO";"El código de local '99533' ya existe (línea 11)."
12;41632;"SALAZAR RIVERA MARIA JESSICA";"El código de local '41632' ya existe (línea 12)."
17;42958;"ROJAS CANIVILO GLADYS DEL CARMEN";"El código de local '42958' ya existe (línea 17)."
21;63940;"OSCAR GOMEZ MARQUEZ";"El código de local '63940' ya existe (línea 21)."
42;42869;"CACERES ESQUIA MARIVEL DANIELA";"El código de local '42869' ya existe (línea 42)."
44;57240;"CATACORA SARZURI EDGAR";"El código de local '57240' ya existe (línea 44)."
46;64618;"IRMA LUNA TININI";"El código de local '64618' ya existe (línea 46)."
47;65490;"PANADERIA Y PASTELERIA NACHOS SPA";"El código de local '65490' ya existe (línea 47)."
48;72356;"EMILIO CONDORI MAMANI";"El código de local '72356' ya existe (línea 48)."
50;93842;"FELICIDAD TAPIA CUAQUIRA";"El código de local '93842' ya existe (línea 50)."
