linea;codigo;"nombre local";"motivo de fallo"
4;888792;"SOCIEDAD ROCAVI LIMITADA";"El código de local '888792' ya existe (línea 4)."
5;989922;"CONFITERÍA CASTILLO SPA";"El código de local '989922' ya existe (línea 5)."
9;1468928;"COMERCIAL FAMILIA LOPEZ LTDA";"El código de local '1468928' ya existe (línea 9)."
10;1654211;"MEDELEM PIZARRO CUADRA";"El código de local '1654211' ya existe (línea 10)."
11;1660289;"VACCO LIMITADA";"El código de local '1660289' ya existe (línea 11)."
12;1666977;"SUSHI RED SPA";"El código de local '1666977' ya existe (línea 12)."
13;2201210;"SANDRA MILENA MUÑOZ PEREZ";"El código de local '2201210' ya existe (línea 13)."
20;2315489;"SAL Y PIMIENTA MARKET SPA";"El código de local '2315489' ya existe (línea 20)."
21;2324140;"CONFITERIA CASTILLO SPA";"El código de local '2324140' ya existe (línea 21)."
29;821234;"GRANJA AGRICOLA Y GANADERA LAURA ROSA LIMITAD";"El código de local '821234' ya existe (línea 29)."
31;929539;"MIGUEL A. MONTERO SARAVIA";"El código de local '929539' ya existe (línea 31)."
34;1731908;"CARLOS BETANCUR DUQUE";"El código de local '1731908' ya existe (línea 34)."
36;1903929;"COMERCIALIZADORA DISTRIBUIDORA DE PRODUCTOS A";"El código de local '1903929' ya existe (línea 36)."
37;1986099;"COMERCIAL LOST S. P. A";"El código de local '1986099' ya existe (línea 37)."
40;2303968;"RODERICK ALEXANDER MATUTE FUNES";"El código de local '2303968' ya existe (línea 40)."
42;2334339;"MINIMARKET BONANZA SPA";"El código de local '2334339' ya existe (línea 42)."
45;604929;"PATRICIA ARAYA PALACIOS";"El código de local '604929' ya existe (línea 45)."
47;608841;"HECTOR ORELLANA PEREZ";"El código de local '608841' ya existe (línea 47)."
48;802164;"JORGE BRITO OLIVARES";"El código de local '802164' ya existe (línea 48)."
49;1388391;"COMERCIAL BIG LIMITADA";"El código de local '1388391' ya existe (línea 49)."
50;1698277;"ANDRES MONTIEL TAPEIRO";"El código de local '1698277' ya existe (línea 50)."
51;2041621;"RODRIGO ULISES CARVALLO OLMEDO";"El código de local '2041621' ya existe (línea 51)."
52;2054536;"LA TIENDITA EXPRESS";"El código de local '2054536' ya existe (línea 52)."
53;2060099;"JULIA RETAMALES CAMPOS";"El código de local '2060099' ya existe (línea 53)."
54;2345038;"INVERSIONES LOS ALANIS SPA";"El código de local '2345038' ya existe (línea 54)."
56;2409512;"COMERCIAL RODRIGUEZ Y ASOCIADOS SPA";"El código de local '2409512' ya existe (línea 56)."
58;606213;"MARIA JELDES CASTRO";"El código de local '606213' ya existe (línea 58)."
59;609256;"SILVIA ALDUNCE PEREZ";"El código de local '609256' ya existe (línea 59)."
60;611994;"ERNESTO BERNAL GONZALEZ";"El código de local '611994' ya existe (línea 60)."
61;614034;"CALDERON HERMANAS LTDA";"El código de local '614034' ya existe (línea 61)."
67;1660284;"CRISTINA ANCANAO QUINTANA";"El código de local '1660284' ya existe (línea 67)."
68;1666243;"PATRICIO BARRERA BRAVO";"El código de local '1666243' ya existe (línea 68)."
70;1900063;"JULCA HERMANOS LTDA";"El código de local '1900063' ya existe (línea 70)."
71;1916970;"DIST. HERNANDEZ LOPEZ LTDA.";"El código de local '1916970' ya existe (línea 71)."
72;1918423;"ALEPROVI SPA";"El código de local '1918423' ya existe (línea 72)."
73;1937166;"RODRIGUEZ CHAVEZ SPA";"El código de local '1937166' ya existe (línea 73)."
76;2089034;"EMPORIO LA FRANCIA SPA";"El código de local '2089034' ya existe (línea 76)."
77;2246034;"COLOR MIEL SPA";"El código de local '2246034' ya existe (línea 77)."
81;2285623;"FRANCISCO RAMIREZ BEIZA";"El código de local '2285623' ya existe (línea 81)."
82;2301759;"SOCIEDAD DE INVERSIONES CAMPOMAR LTDA";"El código de local '2301759' ya existe (línea 82)."
85;2316785;"JULCA HERMANOS LIMITADA";"El código de local '2316785' ya existe (línea 85)."
92;608085;"RICARDO SUAZO YANEZ";"El código de local '608085' ya existe (línea 92)."
93;609179;"JUAN CISTERNAS CARBONEL";"El código de local '609179' ya existe (línea 93)."
95;697251;"AMANDA OLIVARES GALLARDO";"El código de local '697251' ya existe (línea 95)."
98;2257599;"FRANCIA MARKET S.P.A";"El código de local '2257599' ya existe (línea 98)."
101;1914728;"RUBEN CASTRO POLINDARA";"El código de local '1914728' ya existe (línea 101)."
102;1914731;"MINIMARKET PAOLA TORRES MONTANARES EIRL";"El código de local '1914731' ya existe (línea 102)."
103;2200684;"MINIMARKET CLAUDIA ENCINA SOTO EIRL";"El código de local '2200684' ya existe (línea 103)."
